967222, Diameter : 8",Friction : 0.00 in-wg/100ft,Family : Round Duct,Loss Coefficient : 0,Top Elevation : 13' - 8",System Name : Mechanical Supply Air 6,Lining Type : ,Type Name : ,Overall Size : 8"ø,Reference Level : T.O. SLAB - 1ST,System Type : Supply Air,Equivalent Diameter : 8",Type : Taps,Section : 23,Additional Flow : 0 CFM,Pressure Drop : 0.00 in-wg,Mark : 148,Horizontal Justification : Center,End Offset : 13' - 4",Velocity : 0 FPM,Velocity Pressure : 0.00 in-wg,Slope : 0" / 12",Free Size : 8"ø,Category : Ducts,Phase Demolished : None,Family Name : ,Reynolds number : 0,Size Lock : No,Type Id : 139188,Bottom Elevation : 13' - 0",Design Option : -1,Hydraulic Diameter : 8",Start Offset : 13' - 4",Length : 0' - 1 1/8",Phase Created : New Construction,Family and Type : Round Duct: Taps,Vertical Justification : Middle,Lining Thickness : 0",Flow : 0 CFM,Image : <None>,Insulation Type : ,Area : 0 SF,Size : 8"ø,Comments : ,Offset : 13' - 4",System Abbreviation : ,Insulation Thickness : 0",System Classification : Supply Air,Category : Ducts,FOT/FOB/SU/SD/= : 
968850, System Name : Mechanical Supply Air 7,Equivalent Diameter : 14",Start Offset : 10' - 10",Additional Flow : 0 CFM,Type Name : ,Image : <None>,Loss Coefficient : 0,Flow : 0 CFM,System Abbreviation : ,Reference Level : T.O. SLAB - 1ST,FOT/FOB/SU/SD/= : ,Offset : 10' - 10",Velocity Pressure : 0.00 in-wg,Phase Created : New Construction,Type : Taps,Phase Demolished : None,Friction : 0.00 in-wg/100ft,Insulation Type : ,Size : 14"ø,Category : Ducts,Slope : 0" / 12",Insulation Thickness : 0",Length : 1' - 8 1/2",Overall Size : 14"ø,System Type : Supply Air,Family : Round Duct,Lining Thickness : 0",End Offset : 10' - 10",Size Lock : No,Pressure Drop : 0.00 in-wg,Design Option : -1,Horizontal Justification : Center,Type Id : 139188,System Classification : Supply Air,Diameter : 14",Mark : 185,Velocity : 0 FPM,Top Elevation : 11' - 5",Family and Type : Round Duct: Taps,Bottom Elevation : 10' - 3",Family Name : ,Section : 12,Vertical Justification : Middle,Hydraulic Diameter : 14",Category : Ducts,Lining Type : ,Area : 6 SF,Free Size : 14"ø,Comments : ,Reynolds number : 0
980427, Flow : 0 CFM,Area : 3 SF,System Type : Supply Air,Insulation Thickness : 0",Friction : 0.00 in-wg/100ft,Offset : 15' - 11 1/4",Family : Round Duct,Loss Coefficient : 0,Additional Flow : 0 CFM,Family Name : ,Phase Created : New Construction,Family and Type : Round Duct: Taps,Category : Ducts,Design Option : -1,Vertical Justification : Middle,Size Lock : No,Mark : 300,Horizontal Justification : Center,FOT/FOB/SU/SD/= : ,System Name : Mechanical Supply Air 3,End Offset : 15' - 11 1/4",Phase Demolished : None,Reynolds number : 0,Length : 1' - 1 3/16",Hydraulic Diameter : 12",Bottom Elevation : 15' - 5 1/4",System Abbreviation : ,Slope : 0" / 12",Overall Size : 12"ø,Lining Type : ,Type Id : 139188,Comments : ,Section : 33,Equivalent Diameter : 12",System Classification : Supply Air,Insulation Type : ,Size : 12"ø,Category : Ducts,Top Elevation : 16' - 5 1/4",Pressure Drop : 0.00 in-wg,Image : <None>,Velocity : 0 FPM,Velocity Pressure : 0.00 in-wg,Start Offset : 15' - 11 1/4",Reference Level : T.O. SLAB - 1ST,Type : Taps,Type Name : ,Free Size : 12"ø,Lining Thickness : 0",Diameter : 12"
967252, Flow : 0 CFM,Area : 6 SF,Category : Ducts,Additional Flow : 0 CFM,System Abbreviation : ,Length : 2' - 8 15/32",Category : Ducts,FOT/FOB/SU/SD/= : ,System Type : Supply Air,System Name : Mechanical Supply Air 6,System Classification : Supply Air,Reynolds number : 0,Diameter : 8",Comments : ,Velocity Pressure : 0.00 in-wg,Type : Taps,Start Offset : 12' - 8",Vertical Justification : Middle,Overall Size : 8"ø,Velocity : 0 FPM,Section : 25,Lining Thickness : 0",Insulation Thickness : 0",Friction : 0.00 in-wg/100ft,Image : <None>,Size : 8"ø,Design Option : -1,Offset : 12' - 8",Hydraulic Diameter : 8",Reference Level : T.O. SLAB - 1ST,Phase Created : New Construction,Slope : 0" / 12",Equivalent Diameter : 8",Top Elevation : 12' - 8",Mark : 151,Phase Demolished : None,Loss Coefficient : 0,Bottom Elevation : 9' - 11 17/32",Family and Type : Round Duct: Taps,Horizontal Justification : Center,Lining Type : ,Family Name : ,Insulation Type : ,Family : Round Duct,Type Name : ,Size Lock : No,End Offset : 9' - 11 17/32",Type Id : 139188,Pressure Drop : 0.00 in-wg,Free Size : 8"ø
1051827, System Type : Supply Air,Comments : ,Hydraulic Diameter : 14",Size Lock : No,Offset : 12' - 3",Free Size : 10"x24",End Offset : 9' - 11 17/32",Image : <None>,System Abbreviation : ,System Name : Mechanical Supply Air 32,Flow : 0 CFM,Velocity Pressure : 0.00 in-wg,Lining Thickness : 0",Additional Flow : 0 CFM,Slope : 0" / 12",Loss Coefficient : 0,Width : 10",Lining Type : ,Velocity : 0 FPM,System Classification : Supply Air,Insulation Type : ,Horizontal Justification : Center,Type Name : ,Bottom Elevation : 9' - 11 17/32",Category : Ducts,Vertical Justification : Middle,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Type Id : 139185,Phase Demolished : None,Reynolds number : 0,Family : Rectangular Duct,Phase Created : New Construction,Type : Mitered Elbows / Taps,Mark : 688,Size : 10"x24",Category : Ducts,Design Option : -1,Family Name : ,Height : 24",Pressure Drop : 0.00 in-wg,Insulation Thickness : 0",Friction : 0.00 in-wg/100ft,FOT/FOB/SU/SD/= : ,Equivalent Diameter : 17",Reference Level : T.O. SLAB - 1ST,Start Offset : 12' - 3",Overall Size : 10"x24",Length : 2' - 3 15/32",Section : 10,Top Elevation : 12' - 3",Equivalent Diameter : 17",Area : 13 SF
954895, Length : 2' - 10 17/32",Additional Flow : 0 CFM,Section : 4,Reference Level : T.O. SLAB - 1ST,Slope : 0" / 12",End Offset : 15' - 11",Top Elevation : 16' - 11",Start Offset : 15' - 11",Velocity : 0 FPM,Horizontal Justification : Center,System Abbreviation : ,Lining Thickness : 0",FOT/FOB/SU/SD/= : ,Category : Ducts,Reynolds number : 0,Pressure Drop : 0.00 in-wg,Bottom Elevation : 14' - 11",Offset : 15' - 11",Design Option : -1,Lining Type : ,System Name : Mechanical Supply Air 1,Friction : 0.00 in-wg/100ft,Comments : ,Mark : 6,Size Lock : No,System Type : Supply Air,Diameter : 24",Family Name : ,Vertical Justification : Middle,Type Name : ,Free Size : 24"ø,Family : Round Duct,Phase Created : New Construction,Area : 18 SF,Flow : 0 CFM,Equivalent Diameter : 24",Type : Taps,Insulation Thickness : 0",Type Id : 139188,Hydraulic Diameter : 24",Overall Size : 24"ø,Insulation Type : ,System Classification : Supply Air,Size : 24"ø,Image : <None>,Family and Type : Round Duct: Taps,Velocity Pressure : 0.00 in-wg,Category : Ducts,Loss Coefficient : 0,Phase Demolished : None
967198, Diameter : 8",Phase Created : New Construction,Velocity : 0 FPM,Family and Type : Round Duct: Taps,FOT/FOB/SU/SD/= : ,Free Size : 8"ø,Family : Round Duct,Reference Level : T.O. SLAB - 1ST,Horizontal Justification : Center,Comments : ,End Offset : 9' - 11 17/32",Equivalent Diameter : 8",System Name : Mechanical Supply Air 6,Design Option : -1,Top Elevation : 12' - 8",Phase Demolished : None,Friction : 0.00 in-wg/100ft,Type Id : 139188,Image : <None>,Start Offset : 12' - 8",Family Name : ,System Abbreviation : ,Type Name : ,Slope : 0" / 12",Insulation Thickness : 0",Offset : 12' - 8",Reynolds number : 0,Velocity Pressure : 0.00 in-wg,Hydraulic Diameter : 8",Vertical Justification : Middle,Loss Coefficient : 0,Flow : 0 CFM,Type : Taps,Section : 21,Size : 8"ø,System Classification : Supply Air,Size Lock : No,Lining Thickness : 0",Mark : 147,Category : Ducts,Pressure Drop : 0.00 in-wg,System Type : Supply Air,Overall Size : 8"ø,Insulation Type : ,Additional Flow : 0 CFM,Bottom Elevation : 9' - 11 17/32",Length : 2' - 8 15/32",Lining Type : ,Category : Ducts,Area : 6 SF
978078, Pressure Drop : 0.00 in-wg,Hydraulic Diameter : 8",End Offset : 12' - 11",Length : 2' - 9 5/16",Family and Type : Round Duct: Taps,Lining Type : ,Start Offset : 12' - 11",Diameter : 8",Velocity Pressure : 0.00 in-wg,Velocity : 0 FPM,System Type : Supply Air,Offset : 12' - 11",Vertical Justification : Middle,Reference Level : T.O. SLAB - 1ST,Loss Coefficient : 0,Phase Demolished : None,Friction : 0.00 in-wg/100ft,Section : 19,System Name : Mechanical Supply Air 1,Design Option : -1,Mark : 259,Horizontal Justification : Center,FOT/FOB/SU/SD/= : ,Free Size : 8"ø,Overall Size : 8"ø,Type Name : ,Family : Round Duct,Lining Thickness : 0",System Classification : Supply Air,Top Elevation : 13' - 3",Size : 8"ø,System Abbreviation : ,Reynolds number : 0,Family Name : ,Equivalent Diameter : 8",Type : Taps,Bottom Elevation : 12' - 7",Category : Ducts,Category : Ducts,Flow : 0 CFM,Area : 6 SF,Phase Created : New Construction,Comments : ,Size Lock : No,Additional Flow : 0 CFM,Image : <None>,Slope : 0" / 12",Insulation Type : ,Type Id : 139188,Insulation Thickness : 0"
977632, Friction : 0.00 in-wg/100ft,Family and Type : Round Duct: Taps,Family : Round Duct,Length : 0' - 7 5/32",Loss Coefficient : 0,Reference Level : T.O. SLAB - 1ST,Design Option : -1,Free Size : 8"ø,Mark : 252,Velocity Pressure : 0.00 in-wg,Family Name : ,Section : 27,Horizontal Justification : Center,System Classification : Supply Air,Lining Thickness : 0",Diameter : 8",Image : <None>,Hydraulic Diameter : 8",Equivalent Diameter : 8",End Offset : 12' - 11",Comments : ,Vertical Justification : Middle,System Abbreviation : ,System Name : Mechanical Supply Air 1,Top Elevation : 13' - 3",FOT/FOB/SU/SD/= : ,Flow : 0 CFM,Slope : 0" / 12",Pressure Drop : 0.00 in-wg,Reynolds number : 0,Size : 8"ø,Bottom Elevation : 12' - 7",Lining Type : ,Type Id : 139188,System Type : Supply Air,Start Offset : 12' - 11",Insulation Thickness : 0",Additional Flow : 0 CFM,Category : Ducts,Area : 1 SF,Size Lock : No,Insulation Type : ,Offset : 12' - 11",Velocity : 0 FPM,Type : Taps,Type Name : ,Overall Size : 8"ø,Category : Ducts,Phase Demolished : None,Phase Created : New Construction
978616, Reynolds number : 0,Design Option : -1,Top Elevation : 12' - 1",Hydraulic Diameter : 10",Reference Level : T.O. SLAB - 1ST,Category : Ducts,Bottom Elevation : 11' - 3",Horizontal Justification : Center,Type Name : ,Vertical Justification : Middle,Mark : 270,Pressure Drop : 0.00 in-wg,System Abbreviation : ,Additional Flow : 0 CFM,Velocity : 0 FPM,Size Lock : No,Category : Ducts,Slope : 0" / 12",FOT/FOB/SU/SD/= : ,Family Name : ,Diameter : 10",Phase Demolished : None,Lining Type : ,Loss Coefficient : 0,Section : 37,System Type : Supply Air,Family : Round Duct,Insulation Thickness : 0",System Classification : Supply Air,Overall Size : 10"ø,Friction : 0.00 in-wg/100ft,Flow : 0 CFM,Type Id : 139188,Phase Created : New Construction,Family and Type : Round Duct: Taps,End Offset : 11' - 8",Area : 2 SF,Offset : 11' - 8",Insulation Type : ,Comments : ,System Name : Mechanical Supply Air 1,Length : 0' - 7 15/32",Equivalent Diameter : 10",Lining Thickness : 0",Velocity Pressure : 0.00 in-wg,Type : Taps,Free Size : 10"ø,Start Offset : 11' - 8",Size : 10"ø,Image : <None>
958485, Design Option : -1,Insulation Thickness : 0",Velocity Pressure : 0.00 in-wg,Type : Taps,Length : 4' - 2 7/8",Size Lock : No,Pressure Drop : 0.00 in-wg,Friction : 0.00 in-wg/100ft,Diameter : 16",Mark : 55,Reference Level : T.O. SLAB - 1ST,Top Elevation : 15' - 11 1/2",Insulation Type : ,Loss Coefficient : 0,Phase Demolished : None,Phase Created : New Construction,FOT/FOB/SU/SD/= : ,Family and Type : Round Duct: Taps,Overall Size : 16"ø,Velocity : 0 FPM,Comments : ,Additional Flow : 0 CFM,System Abbreviation : ,Type Id : 139188,Image : <None>,Area : 18 SF,Start Offset : 15' - 3 1/2",Category : Ducts,Lining Thickness : 0",System Type : Supply Air,Family Name : ,Family : Round Duct,End Offset : 15' - 3 1/2",Type Name : ,Slope : 0" / 12",Section : 22,Category : Ducts,Horizontal Justification : Center,Lining Type : ,Equivalent Diameter : 16",System Name : Mechanical Supply Air 2,Offset : 15' - 3 1/2",Free Size : 16"ø,Size : 16"ø,Hydraulic Diameter : 16",Vertical Justification : Middle,Bottom Elevation : 14' - 7 1/2",Flow : 0 CFM,System Classification : Supply Air,Reynolds number : 0
1001242, Bottom Elevation : 10' - 7",Image : <None>,Reynolds number : 0,FOT/FOB/SU/SD/= : ,Family Name : ,Phase Created : New Construction,Top Elevation : 10' - 11",Category : Ducts,Type Id : 139185,Area : 0 SF,Loss Coefficient : 0,System Type : Supply Air,Equivalent Diameter : 7",System Classification : Supply Air,Size Lock : No,Type : Mitered Elbows / Taps,Vertical Justification : Middle,Type Name : ,Mark : 520,Free Size : 10"x4",Hydraulic Diameter : 6",System Abbreviation : ,Design Option : -1,Horizontal Justification : Center,Start Offset : 10' - 9",Height : 4",End Offset : 10' - 9",Comments : ,Additional Flow : 0 CFM,Lining Type : ,Velocity : 0 FPM,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Phase Demolished : None,Offset : 10' - 9",Size : 10"x4",Flow : 0 CFM,Reference Level : T.O. SLAB - 1ST,Insulation Thickness : 0",Overall Size : 10"x4",Equivalent Diameter : 7",Category : Ducts,Velocity Pressure : 0.00 in-wg,Slope : 0" / 12",System Name : Mechanical Supply Air 18,Family : Rectangular Duct,Length : 0' - 1 7/8",Friction : 0.00 in-wg/100ft,Insulation Type : ,Section : 27,Width : 10",Lining Thickness : 0",Pressure Drop : 0.00 in-wg
977778, System Type : Supply Air,Category : Ducts,System Abbreviation : ,Velocity : 0 FPM,Family : Round Duct,Hydraulic Diameter : 8",Diameter : 8",System Name : Mechanical Supply Air 1,System Classification : Supply Air,Overall Size : 8"ø,Equivalent Diameter : 8",Length : 0' - 8 9/16",Size Lock : No,Type Id : 139188,Top Elevation : 13' - 3",Lining Thickness : 0",Free Size : 8"ø,Image : <None>,Offset : 12' - 11",Family Name : ,End Offset : 12' - 11",Additional Flow : 0 CFM,FOT/FOB/SU/SD/= : ,Vertical Justification : Middle,Start Offset : 12' - 11",Design Option : -1,Velocity Pressure : 0.00 in-wg,Comments : ,Slope : 0" / 12",Friction : 0.00 in-wg/100ft,Mark : 255,Flow : 0 CFM,Category : Ducts,Type : Taps,Family and Type : Round Duct: Taps,Type Name : ,Pressure Drop : 0.00 in-wg,Loss Coefficient : 0,Section : 26,Insulation Type : ,Reynolds number : 0,Phase Demolished : None,Horizontal Justification : Center,Phase Created : New Construction,Area : 1 SF,Bottom Elevation : 12' - 7",Reference Level : T.O. SLAB - 1ST,Size : 8"ø,Insulation Thickness : 0",Lining Type : 
961834, Section : 19,Free Size : 16"ø,Phase Created : New Construction,Horizontal Justification : Center,Category : Ducts,Slope : 0" / 12",Image : <None>,Mark : 114,Pressure Drop : 0.00 in-wg,Overall Size : 16"ø,Phase Demolished : None,Comments : ,Reference Level : T.O. SLAB - 1ST,Hydraulic Diameter : 16",FOT/FOB/SU/SD/= : ,Vertical Justification : Middle,Top Elevation : 14' - 11 1/4",System Name : Mechanical Supply Air 3,Family Name : ,Insulation Thickness : 0",Diameter : 16",Reynolds number : 0,Bottom Elevation : 13' - 7 1/4",Loss Coefficient : 0,End Offset : 14' - 3 1/4",Friction : 0.00 in-wg/100ft,Size : 16"ø,System Classification : Supply Air,Velocity Pressure : 0.00 in-wg,System Type : Supply Air,Flow : 0 CFM,Additional Flow : 0 CFM,Length : 2' - 0 3/4",Start Offset : 14' - 3 1/4",Velocity : 0 FPM,Type : Taps,Type Id : 139188,System Abbreviation : ,Equivalent Diameter : 16",Lining Type : ,Area : 9 SF,Design Option : -1,Family and Type : Round Duct: Taps,Category : Ducts,Lining Thickness : 0",Family : Round Duct,Type Name : ,Insulation Type : ,Size Lock : No,Offset : 14' - 3 1/4"
961824, Slope : 0" / 12",Length : 3' - 6 3/8",Family Name : ,Design Option : -1,Category : Ducts,End Offset : 14' - 3 1/4",FOT/FOB/SU/SD/= : ,Additional Flow : 0 CFM,Insulation Thickness : 0",System Type : Supply Air,Mark : 112,Start Offset : 14' - 3 1/4",Comments : ,Section : 2,System Name : Mechanical Supply Air 3,Family and Type : Round Duct: Taps,Size : 16"ø,Type : Taps,Loss Coefficient : 0,Diameter : 16",Category : Ducts,Horizontal Justification : Center,Family : Round Duct,Top Elevation : 14' - 11 1/4",Velocity Pressure : 0.00 in-wg,Reynolds number : 0,Area : 15 SF,System Abbreviation : ,Image : <None>,Phase Demolished : None,Velocity : 0 FPM,Free Size : 16"ø,Offset : 14' - 3 1/4",Reference Level : T.O. SLAB - 1ST,Size Lock : No,Lining Thickness : 0",Insulation Type : ,Friction : 0.00 in-wg/100ft,Flow : 0 CFM,System Classification : Supply Air,Phase Created : New Construction,Overall Size : 16"ø,Type Name : ,Type Id : 139188,Equivalent Diameter : 16",Lining Type : ,Hydraulic Diameter : 16",Vertical Justification : Middle,Bottom Elevation : 13' - 7 1/4",Pressure Drop : 0.00 in-wg
1001241, Phase Demolished : None,Size Lock : No,Top Elevation : 10' - 6",Reference Level : T.O. SLAB - 1ST,Lining Thickness : 0",Type Name : ,Insulation Thickness : 0",Image : <None>,Insulation Type : ,Hydraulic Diameter : 6",Equivalent Diameter : 7",Start Offset : 10' - 6",End Offset : 9' - 11 17/32",Category : Ducts,Horizontal Justification : Center,Velocity Pressure : 0.00 in-wg,Height : 10",Slope : 0" / 12",FOT/FOB/SU/SD/= : ,Flow : 0 CFM,Free Size : 4"x10",System Type : Supply Air,Bottom Elevation : 9' - 11 17/32",Section : 27,Equivalent Diameter : 7",Additional Flow : 0 CFM,Size : 4"x10",Velocity : 0 FPM,Type : Mitered Elbows / Taps,Comments : ,Overall Size : 4"x10",Offset : 10' - 6",Area : 1 SF,System Classification : Supply Air,Lining Type : ,System Abbreviation : ,Reynolds number : 0,Width : 4",Length : 0' - 6 15/32",Category : Ducts,Family Name : ,Type Id : 139185,Design Option : -1,Vertical Justification : Middle,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Friction : 0.00 in-wg/100ft,Phase Created : New Construction,Pressure Drop : 0.00 in-wg,System Name : Mechanical Supply Air 18,Loss Coefficient : 0,Family : Rectangular Duct,Mark : 519
969532, Type : Taps,Category : Ducts,Family : Round Duct,Lining Thickness : 0",Type Name : ,Reference Level : T.O. SLAB - 1ST,Image : <None>,Velocity Pressure : 0.00 in-wg,Slope : 0" / 12",System Abbreviation : ,Hydraulic Diameter : 8",Insulation Type : ,System Classification : Supply Air,Velocity : 0 FPM,System Type : Supply Air,Size Lock : No,Section : 41,Top Elevation : 13' - 8",Type Id : 139188,Vertical Justification : Middle,Equivalent Diameter : 8",Design Option : -1,Pressure Drop : 0.00 in-wg,Reynolds number : 0,Phase Demolished : None,Family Name : ,Phase Created : New Construction,Mark : 215,Flow : 0 CFM,Insulation Thickness : 0",Bottom Elevation : 13' - 0",Horizontal Justification : Center,Comments : ,Size : 8"ø,End Offset : 13' - 4",Offset : 13' - 4",Area : 0 SF,Start Offset : 13' - 4",Category : Ducts,Overall Size : 8"ø,Diameter : 8",Length : 0' - 1 1/2",FOT/FOB/SU/SD/= : ,Family and Type : Round Duct: Taps,Free Size : 8"ø,System Name : Mechanical Supply Air 7,Additional Flow : 0 CFM,Friction : 0.00 in-wg/100ft,Loss Coefficient : 0,Lining Type : 
1049367, Section : 5,Length : 1' - 8",Family : Rectangular Duct,Horizontal Justification : Center,Width : 30",Mark : 656,Slope : 0" / 12",Reynolds number : 0,Equivalent Diameter : 36",FOT/FOB/SU/SD/= : ,Top Elevation : 27' - 0 1/4",End Offset : 25' - 6 1/4",Insulation Type : ,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Overall Size : 30"x36",Vertical Justification : Middle,Offset : 25' - 6 1/4",System Classification : Supply Air,Flow : 0 CFM,Loss Coefficient : 0,System Type : Supply Air,Category : Ducts,Equivalent Diameter : 36",Size : 30"x36",Area : 18 SF,Category : Ducts,Size Lock : No,Height : 36",Type Name : ,Phase Created : New Construction,Type : Mitered Elbows / Taps,Start Offset : 25' - 6 1/4",Insulation Thickness : 0",Reference Level : T.O. L2 TERRANCE,Design Option : -1,Lining Type : ,System Name : Mechanical Supply Air 28,System Abbreviation : ,Image : <None>,Hydraulic Diameter : 33",Comments : ,Bottom Elevation : 24' - 0 1/4",Velocity Pressure : 0.00 in-wg,Type Id : 139185,Family Name : ,Lining Thickness : 0",Pressure Drop : 0.00 in-wg,Friction : 0.00 in-wg/100ft,Free Size : 30"x36",Phase Demolished : None,Velocity : 0 FPM,Additional Flow : 0 CFM
1049365, Design Option : -1,Type Name : ,Height : 36",Flow : 0 CFM,Category : Ducts,Type Id : 139185,System Type : Supply Air,Hydraulic Diameter : 33",Lining Type : ,Equivalent Diameter : 36",Vertical Justification : Middle,Overall Size : 30"x36",Type : Mitered Elbows / Taps,Top Elevation : 27' - 0 1/4",Free Size : 30"x36",FOT/FOB/SU/SD/= : ,End Offset : 25' - 6 1/4",Friction : 0.00 in-wg/100ft,System Abbreviation : ,Family Name : ,Lining Thickness : 0",Equivalent Diameter : 36",Area : 23 SF,Reference Level : T.O. L2 TERRANCE,Length : 2' - 0 15/16",Comments : ,Pressure Drop : 0.00 in-wg,Reynolds number : 0,Start Offset : 25' - 6 1/4",Velocity : 0 FPM,System Classification : Supply Air,Section : 5,Phase Created : New Construction,Insulation Type : ,Family and Type : Rectangular Duct: Mitered Elbows / Taps,System Name : Mechanical Supply Air 28,Loss Coefficient : 0,Additional Flow : 0 CFM,Insulation Thickness : 0",Size Lock : No,Horizontal Justification : Center,Image : <None>,Offset : 25' - 6 1/4",Family : Rectangular Duct,Slope : 0" / 12",Width : 30",Phase Demolished : None,Bottom Elevation : 24' - 0 1/4",Category : Ducts,Size : 30"x36",Mark : 655,Velocity Pressure : 0.00 in-wg
977552, Type Name : ,Top Elevation : 13' - 6",System Classification : Supply Air,Start Offset : 12' - 11",Loss Coefficient : 0,Category : Ducts,Hydraulic Diameter : 14",Section : 22,System Type : Supply Air,Length : 8' - 2 9/32",Family Name : ,Size : 14"ø,Family and Type : Round Duct: Taps,Vertical Justification : Middle,System Name : Mechanical Supply Air 1,Comments : ,Image : <None>,Free Size : 14"ø,Phase Created : New Construction,Insulation Type : ,Type Id : 139188,Overall Size : 14"ø,Velocity : 0 FPM,End Offset : 12' - 11",Slope : 0" / 12",Reynolds number : 0,Lining Thickness : 0",Design Option : -1,Lining Type : ,Diameter : 14",Type : Taps,Phase Demolished : None,Friction : 0.00 in-wg/100ft,System Abbreviation : ,Mark : 251,Insulation Thickness : 0",Additional Flow : 0 CFM,Flow : 0 CFM,Reference Level : T.O. SLAB - 1ST,Category : Ducts,Bottom Elevation : 12' - 4",Offset : 12' - 11",Velocity Pressure : 0.00 in-wg,FOT/FOB/SU/SD/= : ,Area : 30 SF,Family : Round Duct,Horizontal Justification : Center,Size Lock : No,Pressure Drop : 0.00 in-wg,Equivalent Diameter : 14"
959890, Overall Size : 18"ø,Diameter : 18",Lining Type : ,Velocity Pressure : 0.00 in-wg,FOT/FOB/SU/SD/= : ,Type : Taps,Lining Thickness : 0",Size Lock : No,Size : 18"ø,Reference Level : T.O. SLAB - 1ST,System Abbreviation : ,Vertical Justification : Middle,Design Option : -1,Flow : 0 CFM,System Type : Supply Air,Section : 28,Slope : 0" / 12",Insulation Type : ,Comments : ,Equivalent Diameter : 18",System Name : Mechanical Supply Air 2,Horizontal Justification : Center,Additional Flow : 0 CFM,Velocity : 0 FPM,Offset : 15' - 3 1/2",Image : <None>,Type Name : ,Start Offset : 15' - 3 1/2",Pressure Drop : 0.00 in-wg,Top Elevation : 16' - 0 1/2",Hydraulic Diameter : 18",Insulation Thickness : 0",Type Id : 139188,Loss Coefficient : 0,Phase Created : New Construction,Category : Ducts,Free Size : 18"ø,Family Name : ,System Classification : Supply Air,Friction : 0.00 in-wg/100ft,Reynolds number : 0,Area : 40 SF,Family : Round Duct,Phase Demolished : None,Length : 8' - 6 7/16",Category : Ducts,Bottom Elevation : 14' - 6 1/2",Family and Type : Round Duct: Taps,Mark : 83,End Offset : 15' - 3 1/2"
997247, Design Option : -1,Hydraulic Diameter : 15",System Classification : Supply Air,FOT/FOB/SU/SD/= : ,Start Offset : 11' - 6",Equivalent Diameter : 18",Additional Flow : 0 CFM,Type : Mitered Elbows / Taps,Velocity : 0 FPM,Insulation Thickness : 0",Family : Rectangular Duct,Height : 28",Section : 20,Friction : 0.00 in-wg/100ft,Vertical Justification : Middle,Lining Type : ,Loss Coefficient : 0,Insulation Type : ,Family and Type : Rectangular Duct: Mitered Elbows / Taps,Reynolds number : 0,Flow : 0 CFM,System Name : Mechanical Supply Air 11,Lining Thickness : 0",Velocity Pressure : 0.00 in-wg,Overall Size : 10"x28",Type Name : ,Size Lock : No,Slope : 0" / 12",Area : 10 SF,Size : 10"x28",Reference Level : T.O. SLAB - 1ST,Phase Demolished : None,Horizontal Justification : Center,Length : 1' - 6 15/32",Top Elevation : 11' - 6",Bottom Elevation : 9' - 11 17/32",System Abbreviation : ,Family Name : ,System Type : Supply Air,Category : Ducts,Pressure Drop : 0.00 in-wg,Free Size : 10"x28",Category : Ducts,Image : <None>,Comments : ,Offset : 11' - 6",Width : 10",Equivalent Diameter : 18",End Offset : 9' - 11 17/32",Phase Created : New Construction,Type Id : 139185,Mark : 470
1049364, Height : 36",Horizontal Justification : Center,Family Name : ,Insulation Type : ,Flow : 0 CFM,System Name : Mechanical Supply Air 28,System Type : Supply Air,Velocity : 0 FPM,Hydraulic Diameter : 33",Reference Level : T.O. L2 TERRANCE,Width : 30",Additional Flow : 0 CFM,System Abbreviation : ,System Classification : Supply Air,Reynolds number : 0,Loss Coefficient : 0,Category : Ducts,Type : Mitered Elbows / Taps,Friction : 0.00 in-wg/100ft,Section : 5,Vertical Justification : Middle,Velocity Pressure : 0.00 in-wg,Image : <None>,End Offset : 25' - 6 1/4",FOT/FOB/SU/SD/= : ,Free Size : 30"x36",Lining Thickness : 0",Area : 51 SF,Size : 30"x36",Design Option : -1,Start Offset : 25' - 6 1/4",Equivalent Diameter : 36",Overall Size : 30"x36",Top Elevation : 27' - 0 1/4",Family : Rectangular Duct,Lining Type : ,Equivalent Diameter : 36",Family and Type : Rectangular Duct: Mitered Elbows / Taps,Type Name : ,Category : Ducts,Offset : 25' - 6 1/4",Slope : 0" / 12",Length : 4' - 7 19/32",Mark : 654,Insulation Thickness : 0",Comments : ,Size Lock : No,Pressure Drop : 0.00 in-wg,Bottom Elevation : 24' - 0 1/4",Phase Demolished : None,Type Id : 139185,Phase Created : New Construction
